Pro's video,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Label
0027_event_4,13.1,40.43,93.77,158.2,91.14,79.83,10.47,37.94,102.62,121.33,84.29,104.74,177.34,149.55,98.37,105.71,176.03,170.2,4
0029_event_4,36.76,64.01,71.57,163.72,83.22,98.7,48.41,33.57,90.84,112.62,80.7,97.38,176.91,147.6,96.21,115.02,178.9,160.67,4
0041_event_4,17.79,42.14,46.54,159.44,84.12,89.68,55.38,68.74,146.27,155.56,89.44,96.76,162.45,167.36,108.11,95.89,165.47,174.04,4
0042_event_4,52.15,37.56,156.6,141.8,87.96,85.5,63.29,18.74,112.14,59.66,91.32,95.21,164.48,171.65,104.2,93.13,178.28,176.98,4
0051_event_4,49.32,88.99,79.85,120.75,90.0,98.13,59.47,52.13,131.04,126.18,76.68,95.19,169.7,160.2,113.63,104.6,171.43,178.55,4
0060_event_4,25.57,39.6,134.25,174.6,92.73,81.1,15.95,53.9,119.05,8.58,90.0,96.17,158.96,162.52,111.04,101.31,170.27,179.58,4
0066_event_4,26.42,61.07,133.73,179.24,81.28,85.49,26.04,32.67,92.12,62.62,95.17,98.06,164.78,164.79,100.05,97.15,168.35,165.14,4
0072_event_4,0.45,178.45,56.43,42.09,131.72,58.87,75.74,80.59,133.09,42.09,70.91,98.5,176.3,159.5,105.38,102.0,173.01,176.06,4
0074_event_4,18.43,71.57,35.75,123.93,88.19,92.94,70.87,71.57,136.27,135.58,84.69,94.18,174.36,164.51,100.95,101.31,170.89,176.54,4
0084_event_4,33.69,68.2,84.4,150.46,93.27,79.99,42.56,61.35,124.89,141.34,82.92,103.82,175.68,159.37,101.41,96.81,176.35,177.51,4
0098_event_4,23.74,85.91,49.4,135.0,96.63,87.92,70.97,51.17,139.76,118.3,82.65,92.8,172.86,155.95,90.21,111.25,179.18,179.22,4
0102_event_4,12.22,21.61,160.12,170.24,88.58,79.16,59.33,88.99,97.26,13.71,87.38,104.88,176.59,148.03,96.04,107.08,169.88,170.37,4
0110_event_4,25.01,87.61,112.62,137.73,87.61,80.19,0.0,54.47,57.53,116.75,86.42,105.78,170.22,158.34,103.36,95.89,170.22,172.6,4
0114_event_4,22.81,86.63,64.44,167.01,95.61,82.93,53.97,23.43,147.26,116.24,84.6,96.86,177.66,164.37,97.73,98.77,166.72,165.06,4
0115_event_4,28.9,74.2,70.78,173.66,92.74,85.79,50.86,13.67,140.92,100.62,87.81,93.66,174.51,158.98,86.7,107.36,173.29,166.8,4
0116_event_4,2.26,17.59,17.25,177.88,81.03,95.61,66.04,68.92,153.31,145.55,83.29,100.08,171.63,166.91,105.08,93.02,175.21,178.42,4
0118_event_4,3.86,8.51,72.39,150.95,82.57,87.42,14.04,55.01,93.91,153.43,86.63,103.37,173.09,163.08,100.28,93.54,174.82,171.2,4
0127_event_4,28.14,30.53,122.11,161.86,81.87,92.65,12.09,38.68,120.88,69.04,95.6,89.88,157.17,166.18,107.22,103.94,156.92,173.86,4
0148_event_4,4.61,150.95,33.65,19.13,112.82,69.2,74.55,62.61,149.97,142.43,74.43,103.54,172.84,155.4,98.41,101.05,174.96,170.77,4
0150_event_4,19.98,38.66,50.24,144.92,91.59,85.1,61.33,91.32,120.93,125.08,84.32,98.98,166.52,163.01,109.15,98.01,168.88,174.99,4
0152_event_4,33.98,65.19,62.57,152.4,94.48,82.01,65.89,60.4,136.3,112.83,79.14,104.37,168.4,151.18,112.46,104.45,169.33,173.49,4
0156_event_4,63.92,73.41,102.48,147.84,93.26,99.46,54.71,39.29,129.5,117.19,72.88,94.4,179.23,158.96,107.89,106.64,170.45,177.08,4
0160_event_4,37.18,68.07,74.58,139.97,88.26,93.03,50.87,58.93,110.62,127.3,84.49,94.23,174.84,158.37,100.67,107.4,173.32,175.01,4
0169_event_4,9.46,90.0,51.1,149.04,81.87,98.75,40.24,22.22,103.67,157.83,75.65,103.73,167.47,143.09,91.82,113.18,177.78,172.6,4
0175_event_4,32.39,78.79,123.06,160.56,96.53,83.78,5.86,36.87,103.67,90.0,87.51,92.17,170.82,156.7,101.67,111.12,176.15,180.0,4
0176_event_4,20.38,94.4,42.3,102.99,103.37,81.2,81.45,81.4,148.44,155.7,81.03,94.4,176.38,152.4,95.36,113.2,179.65,168.11,4
0187_event_4,15.07,98.13,61.36,138.37,110.02,71.94,63.73,51.56,130.53,123.5,78.11,99.93,173.64,155.6,95.53,104.47,171.96,179.54,4
0188_event_4,45.0,68.2,116.57,175.24,97.13,83.09,25.56,33.48,93.18,53.13,86.96,92.83,166.8,157.67,106.24,109.51,153.34,168.86,4
0190_event_4,3.01,150.42,35.22,74.58,97.7,79.34,65.5,55.66,142.49,122.52,82.65,100.3,174.48,152.29,91.83,107.4,172.9,172.87,4
0195_event_4,51.69,73.3,58.62,116.57,82.51,105.01,75.58,65.12,152.56,148.24,80.79,91.68,179.09,165.32,100.12,102.99,176.22,177.57,4
0204_event_4,21.15,33.8,101.1,170.04,81.74,91.92,1.79,64.23,27.35,133.65,85.96,100.38,173.6,147.79,100.45,111.83,178.96,169.38,4
0208_event_4,31.89,86.19,62.77,121.61,92.9,86.9,62.01,65.3,130.68,114.7,83.29,96.91,176.22,161.32,100.49,101.77,173.91,171.45,4
0223_event_4,52.98,67.6,77.04,153.68,88.96,90.69,64.9,48.02,154.7,16.14,82.02,98.33,170.04,151.06,107.94,110.62,161.89,171.49,4
0224_event_4,21.66,122.95,38.78,87.37,92.42,95.71,75.3,53.97,157.17,143.97,78.06,93.81,176.04,160.91,105.91,105.28,172.48,173.44,4
0229_event_4,31.44,80.45,31.63,118.5,83.39,94.12,83.2,66.93,165.07,139.18,88.21,94.28,179.22,153.19,91.01,112.53,179.77,173.94,4
0231_event_4,66.32,47.08,129.75,171.01,83.45,96.27,20.02,45.64,108.83,41.27,89.05,91.23,168.06,171.14,102.89,97.63,165.5,158.17,4
0237_event_4,20.05,67.83,0.0,98.13,93.2,88.28,73.15,77.68,151.16,161.57,78.32,100.2,175.91,156.64,105.77,103.16,178.93,175.48,4
0244_event_4,46.38,64.25,79.06,167.82,91.39,86.28,58.71,41.65,144.1,112.73,86.28,96.05,170.02,157.76,103.69,106.19,168.49,177.99,4
0248_event_4,44.44,55.7,153.96,158.82,88.22,86.42,21.3,16.7,158.34,124.64,86.61,98.75,160.11,164.05,113.28,97.2,165.47,176.58,4
0256_event_4,14.47,50.91,46.58,160.25,87.58,87.69,55.47,61.15,137.27,124.01,87.47,97.26,170.19,164.8,102.34,97.94,171.6,163.6,4
0257_event_4,77.47,39.09,130.24,81.03,84.09,80.2,68.2,38.26,142.49,103.74,100.3,95.4,168.69,147.85,68.39,52.44,163.88,178.21,4
0268_event_4,39.94,90.8,65.28,129.81,91.51,88.69,66.16,50.71,144.54,129.29,92.84,86.96,169.65,154.31,97.51,118.73,173.61,169.11,4
0271_event_4,24.43,86.82,86.48,156.8,94.73,80.98,32.68,35.4,129.71,134.24,89.69,94.61,171.21,158.34,99.1,107.06,159.49,166.98,4
0273_event_4,34.4,96.91,57.9,143.97,82.23,97.68,58.74,21.44,86.65,50.65,78.11,101.98,175.71,147.25,97.59,110.77,179.46,173.76,4
0275_event_4,38.66,69.44,52.7,127.26,91.27,82.57,77.24,80.73,145.98,142.26,91.45,94.71,165.9,165.62,102.65,99.68,168.91,163.57,4
0276_event_4,28.39,41.44,48.03,171.87,82.0,94.44,62.36,52.25,143.63,120.47,84.11,99.46,174.23,161.96,101.66,98.58,179.28,176.91,4
0279_event_4,22.25,86.19,46.51,116.57,92.09,84.03,67.83,73.22,154.53,162.18,88.49,95.38,163.66,163.37,107.85,101.24,159.87,162.22,4
0281_event_4,20.56,71.57,127.66,175.6,95.36,77.66,11.75,26.38,86.93,94.4,84.64,102.34,179.02,153.13,96.34,104.53,171.81,179.5,4
0283_event_4,24.08,107.85,55.45,137.66,97.08,81.29,65.72,33.2,152.45,73.3,82.64,98.98,174.84,165.32,102.51,95.7,175.66,172.85,4
0285_event_4,43.5,52.32,83.39,168.91,80.03,94.08,40.14,44.7,136.33,118.41,86.73,99.16,161.1,157.7,112.17,103.13,152.31,165.73,4
0287_event_4,43.42,72.71,83.66,150.54,95.54,86.15,55.3,50.6,131.63,127.9,84.09,94.22,179.48,160.89,95.38,104.89,172.68,177.5,4
0297_event_4,17.35,120.96,46.71,87.11,93.69,82.65,64.33,69.28,153.82,167.87,86.31,97.35,164.04,159.15,109.65,103.5,162.64,176.25,4
0298_event_4,37.23,78.11,61.08,115.56,95.54,89.41,71.69,76.92,140.08,143.13,79.7,95.36,175.77,162.55,104.53,102.09,170.04,180.0,4
0302_event_4,28.23,21.59,122.47,144.22,100.58,62.93,6.34,59.7,90.0,58.84,83.66,112.83,167.31,144.44,109.03,102.72,173.5,177.66,4
0310_event_4,34.4,48.69,128.09,154.44,83.87,85.72,9.82,71.15,56.63,18.43,85.47,104.94,178.0,153.62,96.53,101.44,152.52,161.49,4
0328_event_4,52.13,123.69,21.93,17.74,173.29,0.0,112.66,105.95,169.77,100.23,83.29,90.0,164.91,163.07,111.8,106.93,162.6,161.17,4
0336_event_4,26.71,54.87,119.99,176.82,80.21,85.93,13.07,36.03,75.73,14.49,91.83,102.03,171.84,148.34,96.32,109.63,166.84,174.38,4
0338_event_4,19.98,26.57,138.59,166.76,88.09,78.69,30.52,61.5,122.78,115.77,91.91,101.31,157.05,160.56,111.04,98.13,162.65,169.7,4
0342_event_4,18.14,49.03,56.5,162.15,88.61,84.59,50.25,64.24,127.4,122.11,77.3,109.51,177.31,155.49,105.4,95.0,171.29,174.47,4
0351_event_4,43.05,68.1,107.29,155.79,94.97,78.1,30.74,9.59,109.94,94.4,82.99,103.94,168.14,155.01,108.87,101.05,176.22,178.02,4
0359_event_4,81.03,81.03,72.05,98.97,59.04,128.09,68.01,51.91,124.53,111.8,75.96,96.91,176.22,155.27,107.82,107.82,177.11,172.31,4
0363_event_4,3.37,11.31,97.77,150.71,91.51,83.83,2.89,55.57,99.64,153.43,85.48,99.18,179.87,161.3,94.65,99.52,178.77,176.38,4
0370_event_4,24.13,86.42,9.25,92.73,97.43,80.34,112.31,100.51,111.6,33.3,75.18,107.05,177.87,146.2,106.95,106.74,163.17,172.58,4
0372_event_4,25.99,123.47,72.09,103.32,91.57,93.16,45.48,40.05,121.56,117.41,86.86,88.42,175.38,159.72,97.77,111.87,177.25,176.47,4
0379_event_4,3.15,5.17,108.43,149.68,82.81,80.56,28.78,74.3,147.53,148.37,89.49,107.14,174.95,145.64,95.57,107.22,167.89,174.05,4
0384_event_4,8.26,143.13,52.23,80.54,106.75,76.97,62.78,59.36,130.13,144.46,81.38,94.9,176.93,151.14,101.69,113.96,173.51,164.4,4
0386_event_4,35.92,77.52,140.01,154.77,90.56,80.67,13.53,47.03,165.91,116.57,90.51,98.25,166.88,149.78,102.61,111.96,158.9,176.84,4
0392_event_4,24.44,34.59,49.4,152.39,82.31,87.64,57.35,85.37,130.6,167.01,100.43,89.62,154.57,162.54,105.0,107.84,156.25,160.65,4
0408_event_4,18.8,105.71,37.94,56.89,104.41,76.39,85.26,121.01,162.87,140.67,88.74,90.46,173.31,150.02,97.95,119.52,173.43,175.76,4
0416_event_4,26.38,113.35,130.36,102.29,97.77,82.23,6.22,62.12,133.0,138.26,82.23,97.77,170.36,161.57,107.4,100.67,175.75,178.49,4
0420_event_4,32.16,92.25,68.67,155.22,97.22,85.34,60.71,27.18,142.0,108.43,78.69,98.75,170.54,160.3,110.77,100.95,163.46,177.38,4
0422_event_4,28.19,39.27,129.42,157.3,89.02,82.43,12.22,35.6,56.62,39.85,85.1,103.45,174.44,156.19,100.46,100.36,163.58,164.3,4
0423_event_4,32.65,32.91,101.81,172.87,89.22,79.07,20.06,75.15,35.31,107.62,81.55,110.16,175.32,142.94,93.77,106.9,176.73,177.85,4
0434_event_4,42.97,47.87,147.92,161.25,81.02,85.8,23.93,27.58,136.58,135.75,91.55,101.63,171.54,151.98,96.91,106.39,171.24,171.48,4
0435_event_4,29.98,61.93,121.89,176.27,79.06,100.57,12.85,13.77,168.45,157.17,86.91,93.47,171.0,160.59,102.09,105.95,159.29,174.78,4
0439_event_4,45.6,34.46,135.0,164.38,73.75,92.46,15.66,68.7,45.0,36.87,75.15,118.65,165.15,132.23,90.0,109.13,172.06,179.56,4
0440_event_4,17.66,37.08,125.97,150.84,90.97,77.79,17.35,35.97,61.37,39.47,86.31,104.93,177.98,148.88,95.71,106.19,174.29,172.99,4
0442_event_4,62.62,39.47,171.17,155.92,89.13,77.09,19.41,39.36,159.66,87.51,89.38,104.39,170.63,151.26,99.99,104.35,172.25,176.99,4
0456_event_4,52.73,78.5,78.01,139.81,83.31,97.82,58.02,43.87,133.93,149.77,85.19,93.69,178.7,150.35,96.12,115.97,176.28,174.21,4
0462_event_4,46.91,94.61,47.35,98.05,81.96,105.95,81.52,61.39,167.19,151.39,72.63,99.46,178.94,157.07,106.31,103.47,179.27,173.57,4
0480_event_4,20.22,53.45,155.37,176.82,93.31,80.33,41.84,49.4,41.99,34.7,83.83,102.53,169.47,146.7,106.7,110.77,159.49,169.53,4
0484_event_4,59.14,58.27,142.43,171.33,84.88,91.95,1.59,38.45,74.74,113.39,96.0,87.17,164.49,165.11,99.51,107.72,164.94,166.38,4
0486_event_4,8.04,68.96,36.4,144.69,95.25,88.52,66.89,57.83,133.33,123.76,79.94,96.29,171.39,161.57,108.66,102.15,170.67,176.49,4
0487_event_4,2.28,7.52,36.0,166.14,81.36,88.39,47.64,70.23,108.8,107.1,89.92,100.33,160.68,159.49,109.4,100.18,171.64,167.94,4
0492_event_4,52.5,43.7,82.37,169.99,81.96,97.73,52.08,48.58,130.68,3.37,86.73,93.58,164.84,162.39,108.43,104.04,161.57,176.85,4
0494_event_4,101.11,13.02,146.53,165.47,87.02,74.85,25.34,77.59,39.81,0.0,115.34,82.79,135.43,145.56,109.23,62.77,143.9,133.52,4
0498_event_4,56.79,97.25,91.3,101.86,74.72,116.84,40.21,44.04,126.55,125.85,88.24,80.19,169.82,171.91,101.94,107.9,176.54,175.26,4
0501_event_4,78.56,41.19,176.05,144.46,84.59,90.54,12.9,12.73,174.21,152.1,91.59,93.27,158.61,156.93,109.8,109.8,168.33,178.76,4
0506_event_4,43.84,87.05,75.62,154.01,83.74,101.31,51.96,17.63,146.89,106.36,80.31,94.64,174.27,167.77,105.42,97.59,162.6,166.56,4
0512_event_4,35.29,48.37,149.7,152.1,93.37,81.11,21.04,78.42,138.41,159.08,90.0,95.53,158.96,157.37,111.04,107.1,158.96,180.0,4
0521_event_4,18.74,64.65,134.3,154.75,87.44,72.7,28.12,67.9,124.7,126.43,84.62,115.24,179.62,135.0,95.0,109.76,166.59,177.65,4
0522_event_4,30.65,98.44,116.57,171.29,99.15,80.85,13.24,9.43,68.96,22.25,80.85,99.15,178.31,154.66,100.85,106.18,180.0,177.07,4
0532_event_4,46.07,64.11,95.12,164.93,87.46,92.45,38.42,38.51,120.53,95.91,84.37,95.72,171.06,157.51,104.58,106.77,176.63,172.72,4
0538_event_4,8.13,153.43,63.43,93.18,116.25,70.23,60.95,43.15,113.2,102.65,74.05,99.46,178.59,149.5,104.53,111.04,169.55,172.1,4
0542_event_4,33.55,51.01,39.56,150.07,77.97,103.85,71.97,55.08,153.43,111.8,81.47,96.71,171.83,158.82,106.7,104.47,163.3,178.66,4
0545_event_4,37.05,61.04,138.06,169.02,89.77,86.44,11.24,43.49,66.2,120.96,81.25,102.53,172.05,149.04,106.7,108.43,168.66,174.29,4
0551_event_4,50.73,66.0,153.79,150.26,91.38,88.62,11.68,55.12,90.82,126.87,88.62,91.38,178.81,150.7,92.56,117.93,179.05,177.75,4
0561_event_4,43.96,34.02,129.13,133.45,95.29,75.96,91.62,116.57,143.82,107.82,98.75,90.0,155.61,168.23,105.64,101.77,179.7,157.93,4
0562_event_4,63.43,20.56,130.6,32.44,82.3,96.17,83.66,84.28,147.53,156.02,97.7,83.83,146.53,169.98,115.77,106.19,157.81,158.28,4
0564_event_4,61.96,23.07,160.67,50.39,72.07,106.96,65.3,79.64,133.06,142.05,97.31,83.66,152.56,172.3,110.14,104.04,169.99,161.88,4
0566_event_4,19.52,95.86,24.43,103.19,86.26,97.58,81.35,63.37,156.42,135.0,81.17,95.0,172.55,149.83,106.29,115.17,172.87,177.84,4
0579_event_4,12.96,84.81,120.15,173.99,86.24,87.29,20.95,1.9,112.62,152.32,82.23,104.25,170.43,158.77,107.34,96.98,169.0,176.77,4
0582_event_4,52.59,40.77,85.6,170.29,86.92,92.96,53.91,55.98,128.09,77.91,89.3,90.82,170.48,158.12,100.22,111.06,165.96,174.07,4
0584_event_4,35.31,97.95,116.57,151.21,97.95,82.05,16.7,28.79,35.84,52.33,82.05,97.95,179.25,140.37,97.2,121.68,164.05,173.57,4
0612_event_4,17.05,60.31,30.51,116.99,83.1,92.87,69.63,89.83,132.27,16.16,79.86,104.17,172.39,140.84,92.53,114.98,172.17,171.33,4
0618_event_4,31.73,70.76,145.98,171.87,93.6,80.52,20.66,20.59,51.91,22.17,79.7,106.19,178.62,148.39,101.69,105.42,166.4,177.57,4
0626_event_4,14.04,45.0,63.12,170.54,91.55,78.11,42.46,47.43,127.55,138.07,91.63,98.71,163.67,154.48,104.7,106.81,167.32,165.02,4
0630_event_4,143.97,22.83,46.33,154.47,71.08,90.0,98.62,41.63,99.68,15.9,71.08,90.0,178.89,153.43,107.82,116.57,168.52,173.76,4
0640_event_4,18.21,68.07,124.16,157.62,91.72,82.18,14.23,52.13,108.43,123.69,82.06,104.04,177.27,138.07,100.67,117.9,166.98,166.28,4
0656_event_4,29.17,126.87,47.6,71.57,98.06,88.67,79.62,72.9,136.33,138.18,73.81,99.46,175.33,160.67,110.85,99.87,163.91,175.24,4
0672_event_4,33.91,72.41,75.78,122.57,91.16,93.93,49.28,71.08,122.95,159.37,83.19,91.71,178.93,161.75,97.88,106.54,176.74,178.59,4
0674_event_4,27.78,99.27,82.06,131.63,87.48,100.74,33.21,28.35,101.89,92.6,79.99,91.79,178.12,162.79,98.13,105.42,175.82,174.36,4
0678_event_4,59.66,39.35,132.06,169.34,80.54,99.46,8.13,51.84,147.53,123.41,90.0,90.0,160.2,160.2,109.8,109.8,154.09,179.29,4
0682_event_4,16.16,125.36,67.53,114.04,110.79,72.73,59.41,47.87,130.73,124.99,73.61,102.88,176.74,149.25,103.13,107.88,170.44,173.43,4
0693_event_4,12.33,153.19,54.4,82.72,109.23,80.62,67.17,43.47,138.37,120.54,75.96,94.18,174.33,160.99,98.37,104.83,173.54,177.01,4
0701_event_4,30.03,98.13,63.36,147.53,103.03,81.87,69.7,32.47,161.92,125.84,81.73,93.37,169.48,165.07,108.79,101.56,168.66,170.97,4
0713_event_4,0.36,178.78,62.44,68.2,128.09,59.31,65.28,51.28,141.42,145.17,71.57,101.04,163.11,155.63,91.55,103.32,174.64,175.04,4
0731_event_4,27.93,92.95,46.54,97.25,84.91,97.8,66.3,72.0,137.08,138.37,82.09,95.19,172.49,163.12,105.42,101.69,177.3,179.26,4
0747_event_4,37.34,76.69,64.25,147.84,93.12,87.87,66.2,47.6,123.24,104.25,79.29,99.73,173.23,150.62,93.95,109.65,174.08,171.66,4
0755_event_4,5.77,75.26,54.46,167.01,99.08,74.21,50.39,43.52,130.71,115.99,87.0,99.71,172.3,158.66,100.71,101.63,169.45,177.15,4
0756_event_4,2.49,6.34,51.67,108.11,93.37,76.76,44.18,25.01,124.7,89.24,86.63,103.24,167.99,159.63,105.38,97.13,165.96,171.75,4
0763_event_4,51.99,51.58,24.3,108.43,88.45,95.56,164.74,104.42,154.65,66.8,71.57,104.42,178.78,143.41,109.65,112.17,164.43,169.93,4
0764_event_4,18.43,101.31,34.82,101.31,101.89,83.99,85.5,73.39,137.05,106.04,78.11,96.01,166.25,152.95,115.64,111.04,160.7,177.4,4
0773_event_4,9.27,94.76,56.02,126.87,105.2,80.84,58.45,57.53,118.72,129.09,79.56,94.4,176.4,162.47,104.04,103.13,178.3,176.99,4
0777_event_4,38.48,42.36,117.71,163.14,82.4,90.97,3.17,29.82,131.63,155.22,91.59,95.04,165.41,166.53,102.99,98.43,169.13,166.26,4
0781_event_4,11.31,159.44,17.65,67.53,95.31,93.99,88.97,39.03,141.34,43.03,84.69,86.01,170.84,164.45,104.47,109.54,169.62,174.03,4
0785_event_4,30.38,92.53,68.84,149.22,97.14,80.68,58.68,37.58,141.96,114.44,79.05,103.13,179.26,144.7,101.69,112.17,170.43,167.62,4
0789_event_4,22.17,100.3,62.85,110.85,92.87,90.0,52.19,58.84,127.61,150.17,82.57,94.55,172.57,165.29,104.86,100.16,167.91,177.12,4
0791_event_4,149.66,11.79,31.76,2.82,82.51,89.34,159.59,98.31,166.83,149.44,95.15,93.0,161.2,147.4,103.65,119.6,178.15,166.27,4
0796_event_4,0.0,0.0,170.31,115.76,85.87,79.79,84.44,35.98,152.1,156.51,102.88,91.47,163.66,159.56,93.47,108.97,171.83,145.91,4
0800_event_4,12.99,10.2,171.03,15.07,87.94,87.42,88.03,82.56,162.41,162.1,97.5,87.14,169.04,166.0,93.47,106.86,168.21,150.61,4
0801_event_4,90.0,56.31,45.0,15.26,120.14,63.43,104.86,135.0,108.43,174.81,76.96,99.46,177.46,163.3,105.58,63.84,165.98,123.5,4
0803_event_4,38.17,41.82,148.19,174.29,98.71,78.8,11.31,65.09,121.81,39.29,85.24,97.26,174.07,151.08,100.69,111.66,164.23,178.03,4
0822_event_4,17.1,63.43,82.09,161.03,100.01,79.99,35.02,17.6,106.89,81.65,79.99,100.01,173.82,156.37,106.19,103.63,169.72,172.85,4
0828_event_4,6.04,42.14,86.82,122.91,92.86,80.23,0.0,84.82,97.43,158.44,86.42,100.49,168.37,164.47,105.21,95.04,171.94,176.93,4
0829_event_4,8.52,44.42,48.37,90.95,107.24,69.98,50.36,65.39,135.0,135.95,81.28,101.5,175.05,162.99,103.67,95.51,173.16,178.39,4
0830_event_4,10.15,155.22,89.73,92.49,90.37,90.98,10.8,21.3,105.4,124.38,77.58,101.07,173.99,150.5,108.43,108.43,165.3,175.99,4
0836_event_4,22.01,102.37,70.56,105.66,86.42,95.17,37.87,56.8,85.6,103.39,86.63,91.78,169.51,167.55,103.86,100.67,177.94,174.24,4
0842_event_4,21.04,29.05,130.66,150.95,91.91,80.22,59.79,99.78,114.72,26.57,84.91,102.96,174.06,157.08,101.03,99.95,172.15,173.34,4
0844_event_4,34.59,75.96,67.68,147.26,90.98,89.29,57.9,47.48,145.22,131.27,78.35,101.38,173.95,146.82,95.61,111.8,177.66,175.24,4
0846_event_4,24.62,47.73,32.65,153.43,84.97,94.4,76.94,64.44,167.57,101.31,85.68,94.95,176.19,160.18,98.13,104.87,172.38,176.44,4
0849_event_4,35.54,111.8,83.03,125.73,100.71,86.82,53.22,35.65,132.51,129.18,75.47,96.99,178.75,162.78,103.28,100.22,172.45,177.34,4
0856_event_4,19.13,57.63,63.97,147.32,101.62,75.94,56.78,13.76,152.72,107.43,83.09,99.36,165.75,168.85,111.16,91.79,165.26,162.4,4
0859_event_4,21.87,123.91,135.36,121.87,106.42,77.94,7.08,36.29,104.57,142.13,83.05,92.6,173.63,168.19,103.32,99.21,178.88,176.68,4
0869_event_4,37.53,65.28,134.77,176.82,85.44,88.51,11.8,29.39,70.7,108.43,81.29,104.77,170.43,155.01,108.28,100.22,172.05,175.97,4
0875_event_4,26.57,39.47,55.3,170.07,79.58,94.76,50.84,35.84,126.9,94.57,77.22,108.43,173.02,142.01,95.8,109.56,174.11,170.72,4
0877_event_4,41.63,36.03,59.23,164.2,84.81,99.27,67.21,60.5,148.55,137.53,80.57,95.35,179.29,151.04,98.71,113.61,171.42,175.65,4
0885_event_4,39.47,98.13,53.04,101.59,83.77,103.67,70.2,56.61,128.01,81.59,85.93,86.63,173.71,157.99,87.78,115.37,175.41,178.4,4
0889_event_4,31.33,43.99,119.54,162.87,83.55,87.18,4.66,65.96,89.23,154.47,88.32,100.95,166.04,150.61,105.64,108.43,164.36,174.56,4
0893_event_4,14.04,116.57,75.74,117.41,90.0,84.64,28.3,41.38,115.12,136.33,90.0,95.36,165.96,154.85,104.04,109.8,162.15,167.55,4
0899_event_4,38.16,70.02,101.59,176.41,91.68,83.48,28.25,22.91,113.2,171.61,92.13,92.71,170.05,158.23,97.82,109.07,164.9,179.55,4
0907_event_4,27.96,101.18,47.16,102.13,100.06,86.15,80.86,70.54,149.7,9.64,75.17,98.62,171.29,158.39,96.12,102.99,174.02,177.13,4
0909_event_4,41.38,75.88,76.86,133.99,87.78,90.54,52.3,59.58,118.91,122.35,88.41,93.27,175.88,162.69,95.71,104.04,178.87,179.5,4
0911_event_4,46.33,80.54,77.47,127.87,87.89,93.56,56.75,58.03,139.4,118.16,82.65,95.91,170.42,155.66,106.93,108.43,170.2,175.6,4
0913_event_4,47.63,77.91,90.84,154.98,85.81,95.57,42.6,31.54,107.17,118.59,89.69,88.93,179.0,155.05,89.32,116.03,173.42,165.96,4
0919_event_4,32.47,87.27,61.14,142.13,86.97,93.73,58.29,36.87,139.41,116.57,82.36,96.94,179.3,151.26,96.94,111.8,175.05,175.19,4
0925_event_4,8.13,123.69,131.82,158.84,91.64,84.96,32.05,7.49,93.88,22.83,85.0,98.41,171.63,163.32,103.37,98.27,169.99,173.2,4
0933_event_4,26.57,56.31,45.0,135.78,99.93,78.69,81.49,89.22,161.57,175.03,80.07,101.31,179.31,151.83,100.62,106.86,173.07,175.24,4
0935_event_4,158.96,16.39,93.51,85.14,82.5,93.09,25.02,24.34,116.99,104.91,52.5,131.91,165.02,158.95,112.52,69.15,170.65,165.02,4
0947_event_4,37.51,105.5,70.61,106.26,107.72,81.71,74.63,66.53,130.85,138.18,77.47,93.09,176.63,152.0,99.16,114.9,172.81,160.62,4
0961_event_4,21.62,101.71,138.83,108.43,96.94,83.24,20.26,66.61,167.15,104.62,90.21,89.6,167.72,155.02,102.07,115.38,167.08,167.29,4
0969_event_4,28.03,106.16,50.19,107.32,88.46,92.89,66.3,53.63,143.97,133.99,83.05,95.59,172.37,169.75,104.58,94.66,176.63,158.49,4
0971_event_4,33.78,77.47,55.95,128.66,91.14,85.67,68.98,68.2,143.51,127.3,76.33,106.86,177.48,150.42,106.19,102.72,169.01,176.74,4
0975_event_4,31.61,97.13,68.48,119.74,97.7,85.36,60.83,57.77,128.2,139.76,82.3,94.64,173.66,165.24,104.04,100.12,176.09,175.59,4
0977_event_4,35.39,60.95,56.78,130.24,91.48,89.58,70.09,79.24,145.13,151.07,84.62,94.33,179.22,151.61,94.6,114.06,174.81,168.3,4
0985_event_4,48.58,44.79,101.31,131.63,89.79,88.38,37.06,95.19,78.69,71.57,86.63,95.19,170.37,159.16,102.99,105.64,167.01,174.19,4
0991_event_4,87.51,68.63,114.92,135.0,69.95,113.1,42.55,43.27,36.03,31.76,83.48,93.47,154.91,166.41,121.61,100.12,152.79,120.64,4
0995_event_4,20.96,43.37,100.74,164.52,80.14,86.74,0.36,65.37,73.83,107.74,88.81,104.3,178.6,152.39,89.79,103.3,175.13,179.25,4
1003_event_4,22.73,75.53,46.13,143.13,85.4,88.99,61.99,52.35,147.39,113.2,88.26,97.35,165.23,157.58,106.5,105.07,172.11,167.72,4
1005_event_4,43.35,69.92,100.93,169.48,82.75,95.09,25.17,25.51,114.66,114.75,86.63,95.53,166.86,163.16,106.5,101.31,169.4,174.81,4
1007_event_4,63.43,42.71,177.06,171.99,94.51,82.3,19.12,63.0,164.5,2.69,82.12,101.06,164.19,162.18,113.69,96.76,149.89,164.41,4
1011_event_4,29.78,40.24,63.68,164.05,96.55,75.88,62.65,47.94,133.21,113.34,78.69,108.89,171.78,147.87,93.09,103.24,172.01,177.72,4
